stream_index	book	chapter	verse	g_idx	predication_id	finite_verb	finite_lemma	finite_morphgnt	finite_compact	nbla_idx	nbla_text	subject_status	subject_source	subject_token	subject_person	subject_number	independence_status	independence_source	subordination_status	subordination_source	subordination_markers	certainty_finite_verb	certainty_predication	certainty_independence
292	1corintios	7	12	17	1corintios-7-12-P03	συνευδοκεῖ	συνευδοκέω	V- 3PAI-S--	V-PAI-3S	23-24	consiente en	candidate	nearest_agreeing_nominative_no_visible_boundary	16			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
293	1corintios	7	12	22	1corintios-7-12-P04	ἀφιέτω	ἀφίημι	V- 3PAD-S--	V-PAD-3S	30	abandone	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
294	1corintios	7	13	05	1corintios-7-13-P01	ἔχει	ἔχω	V- 3PAI-S--	V-PAI-3S	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	04			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἴ"", ""key"": ""ει"", ""token"": ""03""}]"	confirmed	candidate	unresolved
295	1corintios	7	13	10	1corintios-7-13-P02	συνευδοκεῖ	συνευδοκέω	V- 3PAI-S--	V-PAI-3S	11-12	consiente en	candidate	nearest_agreeing_nominative_no_visible_boundary	09			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
296	1corintios	7	13	15	1corintios-7-13-P03	ἀφιέτω	ἀφίημι	V- 3PAD-S--	V-PAD-3S	17	abandone	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
297	1corintios	7	14	01	1corintios-7-14-P01	ἡγίασται	ἁγιάζω	V- 3XPI-S--	V-XPI-3S	08-09	es santificado	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
298	1corintios	7	14	11	1corintios-7-14-P02	ἡγίασται	ἁγιάζω	V- 3XPI-S--	V-XPI-3S	22-23	es santificada	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
299	1corintios	7	14	25	1corintios-7-14-P03	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	35	serían	candidate	nearest_agreeing_nominative_no_visible_boundary	24			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐπεὶ"", ""key"": ""επει"", ""token"": ""19""}]"	confirmed	candidate	unresolved
300	1corintios	7	14	29	1corintios-7-14-P04	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	39	son	candidate	nearest_agreeing_nominative_no_visible_boundary	28			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
301	1corintios	7	15	05	1corintios-7-15-P01	χωρίζεται	χωρίζω	V- 3PPI-S--	V-PPI-3S	09-10	se separa	candidate	nearest_agreeing_nominative_no_visible_boundary	04			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
302	1corintios	7	15	06	1corintios-7-15-P02	χωριζέσθω	χωρίζω	V- 3PPD-S--	V-PPD-3S	11-13	que se separe	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
303	1corintios	7	15	08	1corintios-7-15-P03	δεδούλωται	δουλόω	V- 3XPI-S--	V-XPI-3S	23-24	están obligados	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
304	1corintios	7	15	20	1corintios-7-15-P04	κέκληκεν	καλέω	V- 3XAI-S--	V-XAI-3S	29-30	ha llamado	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
305	1corintios	7	16	03	1corintios-7-16-P01	οἶδας	οἶδα	V- 2XAI-S--	V-XAI-2S	03	sabes	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
306	1corintios	7	16	08	1corintios-7-16-P02	σώσεις	σῴζω	V- 2FAI-S--	V-FAI-2S	07	salvarás	confirmed	finite_verb_morphology		2	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""05""}]"	confirmed	candidate	unresolved
307	1corintios	7	16	11	1corintios-7-16-P03	οἶδας	οἶδα	V- 2XAI-S--	V-XAI-2S	13	sabes	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
308	1corintios	7	16	16	1corintios-7-16-P04	σώσεις	σῴζω	V- 2FAI-S--	V-FAI-2S	17	salvarás	confirmed	finite_verb_morphology		2	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""13""}]"	confirmed	candidate	unresolved
309	1corintios	7	17	05	1corintios-7-17-P01	ἐμέρισεν	μερίζω	V- 3AAI-S--	V-AAI-3S	07,08	ha asignado	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}, {""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""04""}]"	confirmed	candidate	unresolved
310	1corintios	7	17	10	1corintios-7-17-P02	κέκληκεν	καλέω	V- 3XAI-S--	V-XAI-3S	14	llamó	candidate	nearest_agreeing_nominative_no_visible_boundary	07			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""09""}]"	confirmed	candidate	unresolved
311	1corintios	7	17	14	1corintios-7-17-P03	περιπατείτω	περιπατέω	V- 3PAD-S--	V-PAD-3S	19	ande	candidate	nearest_agreeing_nominative_no_visible_boundary	12			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
312	1corintios	7	17	21	1corintios-7-17-P04	διατάσσομαι	διατάσσω	V- 1PMI-S--	V-PMI-1S	21	ordeno	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
313	1corintios	7	18	03	1corintios-7-18-P01	ἐκλήθη;	καλέω	V- 3API-S--	V-API-3S	01-02,07-09	fue llamado circuncidado fue llamado	candidate	nearest_agreeing_nominative_no_visible_boundary	02			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
314	1corintios	7	18	05	1corintios-7-18-P02	ἐπισπάσθω	ἐπισπάομαι	V- 3PMD-S--	V-PMD-3S	06	quédese	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
315	1corintios	7	18	08	1corintios-7-18-P03	κέκληταί	καλέω	V- 3XPI-S--	V-XPI-3S	08-09	fue llamado	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
316	1corintios	7	18	11	1corintios-7-18-P04	περιτεμνέσθω	περιτέμνω	V- 3PPD-S--	V-PPD-3S	14-15	se circuncide	candidate	nearest_agreeing_nominative_no_visible_boundary	09			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
317	1corintios	7	19	04	1corintios-7-19-P01	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	04	es	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
318	1corintios	7	19	09	1corintios-7-19-P02	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	07	es	candidate	nearest_agreeing_nominative_no_visible_boundary	08			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
319	1corintios	7	20	06	1corintios-7-20-P01	ἐκλήθη	καλέω	V- 3API-S--	V-API-3S	10	llamado	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
320	1corintios	7	20	09	1corintios-7-20-P02	μενέτω	μένω	V- 3PAD-S--	V-PAD-3S	-	-	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
321	1corintios	7	21	02	1corintios-7-21-P01	ἐκλήθης;	καλέω	V- 2API-S--	V-API-2S	02	llamado	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
322	1corintios	7	21	05	1corintios-7-21-P02	μελέτω	μέλει	V- 3PAD-S--	V-PAD-3S	05	no	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
323	1corintios	7	21	09	1corintios-7-21-P03	δύνασαι	δύναμαι	V- 2PMI-S--	V-PMI-2S	10	puedes	confirmed	finite_verb_morphology		2	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""07""}]"	confirmed	candidate	unresolved
324	1corintios	7	21	13	1corintios-7-21-P04	χρῆσαι	χράομαι	V- 2AMD-S--	V-AMD-2S	14	prefiérelo	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
325	1corintios	7	22	09	1corintios-7-22-P01	ἐστίν	εἰμί	V- 3PAI-S--	V-PAI-3S	13	es	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
326	1corintios	7	22	15	1corintios-7-22-P02	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	27	es	candidate	nearest_agreeing_nominative_no_visible_boundary	14			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
327	1corintios	7	23	02	1corintios-7-23-P01	ἠγοράσθητε	ἀγοράζω	V- 2API-P--	V-API-2P	01-03	ustedes fueron comprados	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
328	1corintios	7	23	04	1corintios-7-23-P02	γίνεσθε	γίνομαι	V- 2PMD-P--	V-PMD-2P	07-08	se hagan	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
329	1corintios	7	24	04	1corintios-7-24-P01	ἐκλήθη	καλέω	V- 3API-S--	V-API-3S	07	en	candidate	nearest_agreeing_nominative_no_visible_boundary	01			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
330	1corintios	7	24	08	1corintios-7-24-P02	μενέτω	μένω	V- 3PAD-S--	V-PAD-3S	13	llamado	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
331	1corintios	7	25	08	1corintios-7-25-P01	ἔχω	ἔχω	V- 1PAI-S--	V-PAI-1S	09	del	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
332	1corintios	7	25	11	1corintios-7-25-P02	δίδωμι	δίδωμι	V- 1PAI-S--	V-PAI-1S	13	mi	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
333	1corintios	7	26	01	1corintios-7-26-P01	νομίζω	νομίζω	V- 1PAI-S--	V-PAI-1S	01	creo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
334	1corintios	7	27	01	1corintios-7-27-P01	δέδεσαι	δέω	V- 2XPI-S--	V-XPI-2S	01-02	estás unido	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
335	1corintios	7	27	04	1corintios-7-27-P02	ζήτει	ζητέω	V- 2PAD-S--	V-PAD-2S	06	procures	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
336	1corintios	7	27	06	1corintios-7-27-P03	λέλυσαι	λύω	V- 2XPI-S--	V-XPI-2S	08-09	estás libre	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
337	1corintios	7	27	10	1corintios-7-27-P04	ζήτει	ζητέω	V- 2PAD-S--	V-PAD-2S	13	busques	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
338	1corintios	7	28	04	1corintios-7-28-P01	γαμήσῃς	γαμέω	V- 2AAS-S--	V-AAS-2S	05	no	confirmed	finite_verb_morphology		2	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""01""}]"	confirmed	candidate	unresolved
339	1corintios	7	28	06	1corintios-7-28-P02	ἥμαρτες	ἁμαρτάνω	V- 2AAI-S--	V-AAI-2S	07	pecado	confirmed	finite_verb_morphology		2	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
340	1corintios	7	28	09	1corintios-7-28-P03	γήμῃ	γαμέω	V- 3AAS-S--	V-AAS-3S	11	virgen	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""08""}]"	confirmed	candidate	unresolved
341	1corintios	7	28	13	1corintios-7-28-P04	ἥμαρτεν	ἁμαρτάνω	V- 3AAI-S--	V-AAI-3S	15	ha	candidate	nearest_agreeing_nominative_no_visible_boundary	11			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
342	1corintios	7	28	18	1corintios-7-28-P05	ἕξουσιν	ἔχω	V- 3FAI-P--	V-FAI-3P	22	en	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
343	1corintios	7	28	24	1corintios-7-28-P06	φείδομαι	φείδομαι	V- 1PMI-S--	V-PMI-1S	28	evitárselos	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
344	1corintios	7	29	03	1corintios-7-29-P01	φημι	φημί	V- 1PAI-S--	V-PAI-1S	03	digo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
345	1corintios	7	29	08	1corintios-7-29-P02	ἐστίν	εἰμί	V- 3PAI-S--	V-PAI-3S	08	sido	candidate	nearest_agreeing_nominative_no_visible_boundary	06			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
346	1corintios	7	29	19	1corintios-7-29-P03	ὦσιν	εἰμί	V- 3PAS-P--	V-PAS-3P	21,23	sean si	candidate	nearest_agreeing_nominative_no_visible_boundary	13			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""11""}, {""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""16""}]"	confirmed	candidate	unresolved
347	1corintios	7	31	09	1corintios-7-31-P01	παράγει	παράγω	V- 3PAI-S--	V-PAI-3S	18-19	es pasajera	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὡς"", ""key"": ""ως"", ""token"": ""06""}]"	confirmed	candidate	unresolved
348	1corintios	7	32	01	1corintios-7-32-P01	θέλω	θέλω	V- 1PAI-S--	V-PAI-1S	01,02	sin embargo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
349	1corintios	7	32	08	1corintios-7-32-P02	μεριμνᾷ	μεριμνάω	V- 3PAI-S--	V-PAI-3S	12	preocupa	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
350	1corintios	7	32	13	1corintios-7-32-P03	ἀρέσῃ	ἀρέσκω	V- 3AAS-S--	V-AAS-3S	20	agradar	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
351	1corintios	7	33	04	1corintios-7-33-P01	μεριμνᾷ	μεριμνάω	V- 3PAI-S--	V-PAI-3S	05	preocupa	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
352	1corintios	7	33	09	1corintios-7-33-P02	ἀρέσῃ	ἀρέσκω	V- 3AAS-S--	V-AAS-3S	13	agradar	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
353	1corintios	7	34	02	1corintios-7-34-P01	μεμέρισται	μερίζω	V- 3XPI-S--	V-XPI-3S	03	intereses	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
354	1corintios	7	34	11	1corintios-7-34-P02	μεριμνᾷ	μεριμνάω	V- 3PAI-S--	V-PAI-3S	16	preocupan	candidate	nearest_agreeing_nominative_no_visible_boundary	10			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
355	1corintios	7	34	16	1corintios-7-34-P03	ᾖ	εἰμί	V- 3PAS-S--	V-PAS-3S	24	santas	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""15""}]"	confirmed	candidate	unresolved
356	1corintios	7	34	27	1corintios-7-34-P04	μεριμνᾷ	μεριμνάω	V- 3PAI-S--	V-PAI-3S	38	cosas	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
357	1corintios	7	34	32	1corintios-7-34-P05	ἀρέσῃ	ἀρέσκω	V- 3AAS-S--	V-AAS-3S	43	agradar	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
358	1corintios	7	35	08	1corintios-7-35-P01	λέγω	λέγω	V- 1PAI-S--	V-PAI-1S	08	para	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
359	1corintios	7	35	13	1corintios-7-35-P02	ἐπιβάλω	ἐπιβάλλω	V- 1AAS-S--	V-AAS-1S	16	es	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""10""}]"	confirmed	candidate	unresolved
360	1corintios	7	36	09	1corintios-7-36-P01	νομίζει	νομίζω	V- 3PAI-S--	V-PAI-3S	04-05	cree que	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
361	1corintios	7	36	11	1corintios-7-36-P02	ᾖ	εἰμί	V- 3PAS-S--	V-PAS-3S	17-18	ella es	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""10""}]"	confirmed	candidate	unresolved
362	1corintios	7	36	15	1corintios-7-36-P03	ὀφείλει	ὀφείλω	V- 3PAI-S--	V-PAI-3S	24-25	es necesario	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
363	1corintios	7	36	18	1corintios-7-36-P04	θέλει	θέλω	V- 3PAI-S--	V-PAI-3S	34	quiera	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
364	1corintios	7	36	19	1corintios-7-36-P05	ποιείτω	ποιέω	V- 3PAD-S--	V-PAD-3S	30-31	que haga	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
365	1corintios	7	36	21	1corintios-7-36-P06	ἁμαρτάνει	ἁμαρτάνω	V- 3PAI-S--	V-PAI-3S	36	peca	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
366	1corintios	7	36	22	1corintios-7-36-P07	γαμείτωσαν	γαμέω	V- 3PAD-P--	V-PAD-3P	37-39	que se case	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
367	1corintios	7	37	03	1corintios-7-37-P01	ἕστηκεν	ἵστημι	V- 3XAI-S--	V-XAI-3S	04	está	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
368	1corintios	7	37	14	1corintios-7-37-P02	ἔχει	ἔχω	V- 3PAI-S--	V-PAI-3S	-	-	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
369	1corintios	7	37	21	1corintios-7-37-P03	κέκρικεν	κρίνω	V- 3XAI-S--	V-XAI-3S	26	conservar	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
370	1corintios	7	37	31	1corintios-7-37-P04	ποιήσει	ποιέω	V- 3FAI-S--	V-FAI-3S	-	-	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
371	1corintios	7	38	09	1corintios-7-38-P01	ποιεῖ	ποιέω	V- 3PAI-S--	V-PAI-3S	13	hace	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὥστε"", ""key"": ""ωστε"", ""token"": ""01""}]"	confirmed	candidate	unresolved
372	1corintios	7	38	15	1corintios-7-38-P02	ποιήσει	ποιέω	V- 3FAI-S--	V-FAI-3S	23	hace	candidate	nearest_agreeing_nominative_no_visible_boundary	11			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
373	1corintios	7	39	02	1corintios-7-39-P01	δέδεται	δέω	V- 3XPI-S--	V-XPI-3S	03-04	está ligada	candidate	nearest_agreeing_nominative_no_visible_boundary	01			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
374	1corintios	7	39	06	1corintios-7-39-P02	ζῇ	ζάω	V- 3PAI-S--	V-PAI-3S	08	vive	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
375	1corintios	7	39	12	1corintios-7-39-P03	κοιμηθῇ	κοιμάομαι	V- 3APS-S--	V-APS-3S	13	muere	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""10""}]"	confirmed	candidate	unresolved
376	1corintios	7	39	16	1corintios-7-39-P04	ἐστὶν	εἰμί	V- 3PAI-S--	V-PAI-3S	14-16	está en libertad	candidate	nearest_agreeing_nominative_no_visible_boundary	15			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
377	1corintios	7	39	18	1corintios-7-39-P05	θέλει	θέλω	V- 3PAI-S--	V-PAI-3S	21	desee	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
378	1corintios	7	40	03	1corintios-7-40-P01	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	05	será	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
379	1corintios	7	40	06	1corintios-7-40-P02	μείνῃ	μένω	V- 3AAS-S--	V-AAS-3S	09-10	se queda	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐὰν"", ""key"": ""εαν"", ""token"": ""04""}]"	confirmed	candidate	unresolved
380	1corintios	7	40	11	1corintios-7-40-P03	δοκῶ	δοκέω	V- 1PAI-S--	V-PAI-1S	14	creo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
381	1corintios	8	1	05	1corintios-8-1-P01	οἴδαμεν	οἶδα	V- 1XAI-P--	V-XAI-1P	11	todos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
382	1corintios	8	1	09	1corintios-8-1-P02	ἔχομεν	ἔχω	V- 1PAI-P--	V-PAI-1P	15	conocimiento	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""06""}]"	confirmed	candidate	unresolved
383	1corintios	8	1	12	1corintios-8-1-P03	φυσιοῖ	φυσιόω	V- 3PAI-S--	V-PAI-3S	18	el	candidate	nearest_agreeing_nominative_no_visible_boundary	11			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
384	1corintios	8	1	16	1corintios-8-1-P04	οἰκοδομεῖ	οἰκοδομέω	V- 3PAI-S--	V-PAI-3S	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	15			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
385	1corintios	8	2	03	1corintios-8-2-P01	δοκεῖ	δοκέω	V- 3PAI-S--	V-PAI-3S	03,04	cree que	candidate	nearest_agreeing_nominative_no_visible_boundary	02			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἴ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
386	1corintios	8	2	07	1corintios-8-2-P02	ἔγνω	γινώσκω	V- 3AAI-S--	V-AAI-3S	08,09	ha aprendido	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
387	1corintios	8	2	09	1corintios-8-2-P03	δεῖ	δέω	V- 3PAI-S--	V-PAI-3S	12	debe	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""καθὼς"", ""key"": ""καθως"", ""token"": ""08""}]"	confirmed	candidate	unresolved
388	1corintios	8	3	04	1corintios-8-3-P01	ἀγαπᾷ	ἀγαπάω	V- 3PAI-S--	V-PAI-3S	04	ama	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
389	1corintios	8	3	08	1corintios-8-3-P02	ἔγνωσται	γινώσκω	V- 3XPI-S--	V-XPI-3S	08,09	es conocido	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
390	1corintios	8	4	07	1corintios-8-4-P01	οἴδαμεν	οἶδα	V- 1XAI-P--	V-XAI-1P	13	sabemos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
