REF	G_IDX	GREEK	LEMMA	RMAC	CURRENT_NBLA_IDX	CURRENT_NBLA_TEXT	CURRENT_ALIGNMENT	REASON	CANDIDATE_NBLA_IDX	CANDIDATE_NBLA_TEXT	SCORE	CONFIDENCE	NOTES	TSV_PATH
1corintios 9:14	05	διέταξεν	διατάσσω	V-AAI-3S	07	los	direct	suspicious finite NBLA surface	02-04	también ordenó el	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-14.tsv
1corintios 9:14	05	διέταξεν	διατάσσω	V-AAI-3S	07	los	direct	suspicious finite NBLA surface	03-04	ordenó el	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-14.tsv
1corintios 9:22	01	ἐγενόμην	γίνομαι	V-AMI-1S	01	a	direct	suspicious finite NBLA surface	03	débiles	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-22.tsv
1corintios 9:22	01	ἐγενόμην	γίνομαι	V-AMI-1S	01	a	direct	suspicious finite NBLA surface	05	hice	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-22.tsv
1corintios 9:22	01	ἐγενόμην	γίνομαι	V-AMI-1S	01	a	direct	suspicious finite NBLA surface	01-03	a los débiles	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-22.tsv
1corintios 9:22	01	ἐγενόμην	γίνομαι	V-AMI-1S	01	a	direct	suspicious finite NBLA surface	02-03	los débiles	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-22.tsv
1corintios 9:22	01	ἐγενόμην	γίνομαι	V-AMI-1S	01	a	direct	suspicious finite NBLA surface	02-04	los débiles me	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-22.tsv
1corintios 9:23	10	γένωμαι	γίνομαι	V-AMS-1S	-	-	missing	missing finite NBLA	08	evangelio	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-23.tsv
1corintios 9:23	10	γένωμαι	γίνομαι	V-AMS-1S	-	-	missing	missing finite NBLA	11	partícipe	61	medium	contains verb-like Spanish token; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-23.tsv
1corintios 9:23	10	γένωμαι	γίνομαι	V-AMS-1S	-	-	missing	missing finite NBLA	01-02	y todo	61	medium	contains verb-like Spanish token; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-23.tsv
1corintios 9:23	10	γένωμαι	γίνομαι	V-AMS-1S	-	-	missing	missing finite NBLA	01-03	y todo lo	61	medium	contains verb-like Spanish token; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-23.tsv
1corintios 9:23	10	γένωμαι	γίνομαι	V-AMS-1S	-	-	missing	missing finite NBLA	02-03	todo lo	61	medium	contains verb-like Spanish token; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-9-23.tsv
1corintios 10:1	15	ἦσαν	εἰμί	V-IAI-3P	16	todos	direct	suspicious finite NBLA surface	12	bajo	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	15	ἦσαν	εἰμί	V-IAI-3P	16	todos	direct	suspicious finite NBLA surface	14	nube	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G13 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	15	ἦσαν	εἰμί	V-IAI-3P	16	todos	direct	suspicious finite NBLA surface	17	pasaron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G16 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	15	ἦσαν	εἰμί	V-IAI-3P	16	todos	direct	suspicious finite NBLA surface	10-12	padres estuvieron bajo	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	15	ἦσαν	εἰμί	V-IAI-3P	16	todos	direct	suspicious finite NBLA surface	11-12	estuvieron bajo	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	21	διῆλθον	διέρχομαι	V-AAI-3P	-	-	missing	missing finite NBLA	10	padres	61	medium	contains verb-like Spanish token; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	21	διῆλθον	διέρχομαι	V-AAI-3P	-	-	missing	missing finite NBLA	11	estuvieron	61	medium	contains verb-like Spanish token; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	21	διῆλθον	διέρχομαι	V-AAI-3P	-	-	missing	missing finite NBLA	12	bajo	61	medium	contains verb-like Spanish token; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	21	διῆλθον	διέρχομαι	V-AAI-3P	-	-	missing	missing finite NBLA	14	nube	61	medium	contains verb-like Spanish token; currently owned by neighboring row G13 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:1	21	διῆλθον	διέρχομαι	V-AAI-3P	-	-	missing	missing finite NBLA	17	pasaron	61	medium	contains verb-like Spanish token; currently owned by neighboring row G16 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-1.tsv
1corintios 10:2	06	ἐβαπτίσαντο	βαπτίζω	V-AMI-3P	07	la	direct	suspicious finite NBLA surface	04-05	fueron bautizados	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-2.tsv
1corintios 10:2	06	ἐβαπτίσαντο	βαπτίζω	V-AMI-3P	07	la	direct	suspicious finite NBLA surface	04-06	fueron bautizados en	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-2.tsv
1corintios 10:2	06	ἐβαπτίσαντο	βαπτίζω	V-AMI-3P	07	la	direct	suspicious finite NBLA surface	04-07	fueron bautizados en la	87	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-2.tsv
1corintios 10:2	06	ἐβαπτίσαντο	βαπτίζω	V-AMI-3P	07	la	direct	suspicious finite NBLA surface	04	fueron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-2.tsv
1corintios 10:2	06	ἐβαπτίσαντο	βαπτίζω	V-AMI-3P	07	la	direct	suspicious finite NBLA surface	08	nube	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-2.tsv
1corintios 10:3	07	ἔφαγον	ἐσθίω	V-AAI-3P	-	-	missing	missing finite NBLA	02	comieron	61	medium	contains verb-like Spanish token; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-3.tsv
1corintios 10:3	07	ἔφαγον	ἐσθίω	V-AAI-3P	-	-	missing	missing finite NBLA	04	mismo	61	medium	contains verb-like Spanish token; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-3.tsv
1corintios 10:3	07	ἔφαγον	ἐσθίω	V-AAI-3P	-	-	missing	missing finite NBLA	05	alimento	61	medium	contains verb-like Spanish token; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-3.tsv
1corintios 10:3	07	ἔφαγον	ἐσθίω	V-AAI-3P	-	-	missing	missing finite NBLA	01-02	todos comieron	61	medium	contains verb-like Spanish token; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-3.tsv
1corintios 10:3	07	ἔφαγον	ἐσθίω	V-AAI-3P	-	-	missing	missing finite NBLA	01-03	todos comieron el	61	medium	contains verb-like Spanish token; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-3.tsv
1corintios 10:5	10	κατεστρώθησαν	καταστρώννυμι	V-API-3P	13	y	direct	suspicious finite NBLA surface	16	quedaron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-5.tsv
1corintios 10:5	10	κατεστρώθησαν	καταστρώννυμι	V-API-3P	13	y	direct	suspicious finite NBLA surface	14-16	por eso quedaron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-5.tsv
1corintios 10:5	10	κατεστρώθησαν	καταστρώννυμι	V-API-3P	13	y	direct	suspicious finite NBLA surface	15-16	eso quedaron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-5.tsv
1corintios 10:5	10	κατεστρώθησαν	καταστρώννυμι	V-API-3P	13	y	direct	suspicious finite NBLA surface	15-17	eso quedaron tendidos	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-5.tsv
1corintios 10:5	10	κατεστρώθησαν	καταστρώννυμι	V-API-3P	13	y	direct	suspicious finite NBLA surface	16-17	quedaron tendidos	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-5.tsv
1corintios 10:8	06	ἐπόρνευσαν	πορνεύω	V-AAI-3P	08	y	direct	suspicious finite NBLA surface	07	fornicaron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-8.tsv
1corintios 10:8	06	ἐπόρνευσαν	πορνεύω	V-AAI-3P	08	y	direct	suspicious finite NBLA surface	03-04	como algunos	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-8.tsv
1corintios 10:8	06	ἐπόρνευσαν	πορνεύω	V-AAI-3P	08	y	direct	suspicious finite NBLA surface	03-05	como algunos de	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-8.tsv
1corintios 10:8	06	ἐπόρνευσαν	πορνεύω	V-AAI-3P	08	y	direct	suspicious finite NBLA surface	05-07	de ellos fornicaron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-8.tsv
1corintios 10:8	06	ἐπόρνευσαν	πορνεύω	V-AAI-3P	08	y	direct	suspicious finite NBLA surface	06-07	ellos fornicaron	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-8.tsv
1corintios 10:11	06	ἐγράφη	γράφω	V-API-3S	07	y	direct	suspicious finite NBLA surface	08-09	fueron escritas	132	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-11.tsv
1corintios 10:11	06	ἐγράφη	γράφω	V-API-3S	07	y	direct	suspicious finite NBLA surface	08-10	fueron escritas como	132	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-11.tsv
1corintios 10:11	06	ἐγράφη	γράφω	V-API-3S	07	y	direct	suspicious finite NBLA surface	08-11	fueron escritas como enseñanza	112	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-11.tsv
1corintios 10:11	06	ἐγράφη	γράφω	V-API-3S	07	y	direct	suspicious finite NBLA surface	09	escritas	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-11.tsv
1corintios 10:11	06	ἐγράφη	γράφω	V-API-3S	07	y	direct	suspicious finite NBLA surface	07-09	y fueron escritas	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-10-11.tsv
1corintios 11:13	04	κρίνατε	κρίνω	V-AAD-2P	06	que	direct	suspicious finite NBLA surface	04-05	es propio	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-13.tsv
1corintios 11:13	04	κρίνατε	κρίνω	V-AAD-2P	06	que	direct	suspicious finite NBLA surface	04-06	es propio que	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-13.tsv
1corintios 11:13	04	κρίνατε	κρίνω	V-AAD-2P	06	que	direct	suspicious finite NBLA surface	01-02	juzguen ustedes	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-13.tsv
1corintios 11:13	04	κρίνατε	κρίνω	V-AAD-2P	06	que	direct	suspicious finite NBLA surface	01-03	juzguen ustedes mismos	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-13.tsv
1corintios 11:13	04	κρίνατε	κρίνω	V-AAD-2P	06	que	direct	suspicious finite NBLA surface	01	juzguen	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-13.tsv
1corintios 11:16	11	ἔχομεν	ἔχω	V-PAI-1P	13	la	direct	suspicious finite NBLA surface	09	tenemos	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-16.tsv
1corintios 11:16	11	ἔχομεν	ἔχω	V-PAI-1P	13	la	direct	suspicious finite NBLA surface	14	tienen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-16.tsv
1corintios 11:16	11	ἔχομεν	ἔχω	V-PAI-1P	13	la	direct	suspicious finite NBLA surface	07-09	nosotros no tenemos	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-16.tsv
1corintios 11:16	11	ἔχομεν	ἔχω	V-PAI-1P	13	la	direct	suspicious finite NBLA surface	08-09	no tenemos	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-16.tsv
1corintios 11:16	11	ἔχομεν	ἔχω	V-PAI-1P	13	la	direct	suspicious finite NBLA surface	08-10	no tenemos tal	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-16.tsv
1corintios 11:19	13	γένωνται	γίνομαι	V-AMS-3P	-	-	missing	missing finite NBLA	19-20	son aprobados	91	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-19.tsv
1corintios 11:19	13	γένωνται	γίνομαι	V-AMS-3P	-	-	missing	missing finite NBLA	03	necesario	61	medium	contains verb-like Spanish token; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-19.tsv
1corintios 11:19	13	γένωνται	γίνομαι	V-AMS-3P	-	-	missing	missing finite NBLA	05	entre	61	medium	contains verb-like Spanish token; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-19.tsv
1corintios 11:19	13	γένωνται	γίνομαι	V-AMS-3P	-	-	missing	missing finite NBLA	06	ustedes	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-19.tsv
1corintios 11:19	13	γένωνται	γίνομαι	V-AMS-3P	-	-	missing	missing finite NBLA	07	haya	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-19.tsv
1corintios 11:21	16	μεθύει	μεθύω	V-PAI-3S	-	-	missing	missing finite NBLA	06	toma	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-21.tsv
1corintios 11:21	16	μεθύει	μεθύω	V-PAI-3S	-	-	missing	missing finite NBLA	09	propia	61	medium	contains verb-like Spanish token; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-21.tsv
1corintios 11:21	16	μεθύει	μεθύω	V-PAI-3S	-	-	missing	missing finite NBLA	10	cena	61	medium	contains verb-like Spanish token; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-21.tsv
1corintios 11:21	16	μεθύει	μεθύω	V-PAI-3S	-	-	missing	missing finite NBLA	13	pasa	61	medium	contains verb-like Spanish token; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-21.tsv
1corintios 11:21	16	μεθύει	μεθύω	V-PAI-3S	-	-	missing	missing finite NBLA	14	hambre	61	medium	contains verb-like Spanish token; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-21.tsv
1corintios 11:22	16	καταφρονεῖτε	καταφρονέω	V-PAI-2P	19	que	direct	suspicious finite NBLA surface	21	tienen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	16	καταφρονεῖτε	καταφρονέω	V-PAI-2P	19	que	direct	suspicious finite NBLA surface	19-21	que nada tienen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	16	καταφρονεῖτε	καταφρονέω	V-PAI-2P	19	que	direct	suspicious finite NBLA surface	20-21	nada tienen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	16	καταφρονεῖτε	καταφρονέω	V-PAI-2P	19	que	direct	suspicious finite NBLA surface	20-22	nada tienen qué	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	16	καταφρονεῖτε	καταφρονέω	V-PAI-2P	19	que	direct	suspicious finite NBLA surface	21-22	tienen qué	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	18	καταισχύνετε	καταισχύνω	V-PAI-2P	22	qué	direct	suspicious finite NBLA surface	21	tienen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	18	καταισχύνετε	καταισχύνω	V-PAI-2P	22	qué	direct	suspicious finite NBLA surface	19-21	que nada tienen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	18	καταισχύνετε	καταισχύνω	V-PAI-2P	22	qué	direct	suspicious finite NBLA surface	20-21	nada tienen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	18	καταισχύνετε	καταισχύνω	V-PAI-2P	22	qué	direct	suspicious finite NBLA surface	20-22	nada tienen qué	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	18	καταισχύνετε	καταισχύνω	V-PAI-2P	22	qué	direct	suspicious finite NBLA surface	21-22	tienen qué	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	30	ἐπαινῶ	ἐπαινέω	V-PAI-1S	30	los	direct	suspicious finite NBLA surface	20-22	nada tienen qué	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	30	ἐπαινῶ	ἐπαινέω	V-PAI-1S	30	los	direct	suspicious finite NBLA surface	21-22	tienen qué	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	30	ἐπαινῶ	ἐπαινέω	V-PAI-1S	30	los	direct	suspicious finite NBLA surface	21-23	tienen qué les	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	30	ἐπαινῶ	ἐπαινέω	V-PAI-1S	30	los	direct	suspicious finite NBLA surface	21	tienen	77	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:22	30	ἐπαινῶ	ἐπαινέω	V-PAI-1S	30	los	direct	suspicious finite NBLA surface	26	alabaré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G21 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-22.tsv
1corintios 11:28	01	δοκιμαζέτω	δοκιμάζω	V-PAD-3S	01	por	direct	suspicious finite NBLA surface	09-11	y entonces coma	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	01	δοκιμαζέτω	δοκιμάζω	V-PAD-3S	01	por	direct	suspicious finite NBLA surface	02	tanto	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	01	δοκιμαζέτω	δοκιμάζω	V-PAD-3S	01	por	direct	suspicious finite NBLA surface	03	examínese	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	01	δοκιμαζέτω	δοκιμάζω	V-PAD-3S	01	por	direct	suspicious finite NBLA surface	01-02	por tanto	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	01	δοκιμαζέτω	δοκιμάζω	V-PAD-3S	01	por	direct	suspicious finite NBLA surface	01-03	por tanto examínese	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	10	ἐσθιέτω	ἐσθίω	V-PAD-3S	12	del	direct	suspicious finite NBLA surface	11	coma	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	10	ἐσθιέτω	ἐσθίω	V-PAD-3S	12	del	direct	suspicious finite NBLA surface	15	beba	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	10	ἐσθιέτω	ἐσθίω	V-PAD-3S	12	del	direct	suspicious finite NBLA surface	09-11	y entonces coma	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	10	ἐσθιέτω	ἐσθίω	V-PAD-3S	12	del	direct	suspicious finite NBLA surface	10-11	entonces coma	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:28	10	ἐσθιέτω	ἐσθίω	V-PAD-3S	12	del	direct	suspicious finite NBLA surface	10-12	entonces coma del	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-28.tsv
1corintios 11:30	10	κοιμῶνται	κοιμάομαι	V-PMI-3P	-	-	missing	missing finite NBLA	02	esta	61	medium	contains verb-like Spanish token; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-30.tsv
1corintios 11:30	10	κοιμῶνται	κοιμάομαι	V-PMI-3P	-	-	missing	missing finite NBLA	06	débiles	61	medium	contains verb-like Spanish token; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-30.tsv
1corintios 11:30	10	κοιμῶνται	κοιμάομαι	V-PMI-3P	-	-	missing	missing finite NBLA	09	entre	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-30.tsv
1corintios 11:30	10	κοιμῶνται	κοιμάομαι	V-PMI-3P	-	-	missing	missing finite NBLA	10	ustedes	61	medium	contains verb-like Spanish token; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-30.tsv
1corintios 11:30	10	κοιμῶνται	κοιμάομαι	V-PMI-3P	-	-	missing	missing finite NBLA	13	duermen	61	medium	contains verb-like Spanish token; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-30.tsv
1corintios 11:34	18	διατάξομαι	διατάσσω	V-FMI-1S	-	-	missing	missing finite NBLA	08	casa	61	medium	contains verb-like Spanish token; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-34.tsv
1corintios 11:34	18	διατάξομαι	διατάσσω	V-FMI-1S	-	-	missing	missing finite NBLA	13	reúnan	61	medium	contains verb-like Spanish token; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-11-34.tsv
