approved	stem	ref	greek_idx	greek_span	nbla_idx	nbla_span	suggested_type	source	reason	confidence	repeat_count	phrase_key	existing_rule	duplicate_of	yaml_suggestion
	romanos-4-6	romanos 4:6	14-15	χωρὶς ἔργων·	17-21	justicia aparte de las obras:	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	χωρις εργων => justicia aparte de las obras	no		"{""match"": {""greek"": [""χωρὶς"", ""ἔργων·""]}, ""action"": {""nbla"": [""justicia"", ""aparte"", ""de"", ""las"", ""obras:""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-4-7	romanos 4:7	09-10	αἱ ἁμαρτίαι,	12-13	SIDO CUBIERTOS.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	αι αμαρτιαι => sido cubiertos	no		"{""match"": {""greek"": [""αἱ"", ""ἁμαρτίαι,""]}, ""action"": {""nbla"": [""SIDO"", ""CUBIERTOS.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-7	romanos 4:7	08-10	ἐπεκαλύφθησαν αἱ ἁμαρτίαι,	12-13	SIDO CUBIERTOS.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	επεκαλυφθησαν αι αμαρτιαι => sido cubiertos	no		"{""match"": {""greek"": [""ἐπεκαλύφθησαν"", ""αἱ"", ""ἁμαρτίαι,""]}, ""action"": {""nbla"": [""SIDO"", ""CUBIERTOS.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-8	romanos 4:8	06-07	λογίσηται κύριος	10-11	EN CUENTA».	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	λογισηται κυριος => en cuenta»	no		"{""match"": {""greek"": [""λογίσηται"", ""κύριος""]}, ""action"": {""nbla"": [""EN"", ""CUENTA».""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-8	romanos 4:8	07-08	κύριος ἁμαρτίαν.	10-11	EN CUENTA».	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	κυριος αμαρτιαν => en cuenta»	no		"{""match"": {""greek"": [""κύριος"", ""ἁμαρτίαν.""]}, ""action"": {""nbla"": [""EN"", ""CUENTA».""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-11	romanos 4:11	25-26	τὸ ⸀λογισθῆναι	34-37	a fin de que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	το ⸀λογισθηναι => a fin de que	no		"{""match"": {""greek"": [""τὸ"", ""⸀λογισθῆναι""]}, ""action"": {""nbla"": [""a"", ""fin"", ""de"", ""que""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-4-11	romanos 4:11	26-27	⸀λογισθῆναι αὐτοῖς	34-37	a fin de que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	⸀λογισθηναι αυτοις => a fin de que	no		"{""match"": {""greek"": [""⸀λογισθῆναι"", ""αὐτοῖς""]}, ""action"": {""nbla"": [""a"", ""fin"", ""de"", ""que""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-4-11	romanos 4:11	27-29	αὐτοῖς τὴν δικαιοσύνην,	40-47	también se les tome en cuenta a ellos.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	αυτοις την δικαιοσυνην => tambien se les tome en cuenta a ellos	no		"{""match"": {""greek"": [""αὐτοῖς"", ""τὴν"", ""δικαιοσύνην,""]}, ""action"": {""nbla"": [""también"", ""se"", ""les"", ""tome"", ""en"", ""cuenta"", ""a"", ""ellos.""], ""type"": ""expanded"", ""consume"": 8}}"
	romanos-4-12	romanos 4:12	02-03	πατέρα περιτομῆς	06-10	la circuncisión para aquellos que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	πατερα περιτομης => la circuncision para aquellos que	no		"{""match"": {""greek"": [""πατέρα"", ""περιτομῆς""]}, ""action"": {""nbla"": [""la"", ""circuncisión"", ""para"", ""aquellos"", ""que""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-4-12	romanos 4:12	04-05	τοῖς οὐκ	06-10	la circuncisión para aquellos que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	τοις ουκ => la circuncision para aquellos que	no		"{""match"": {""greek"": [""τοῖς"", ""οὐκ""]}, ""action"": {""nbla"": [""la"", ""circuncisión"", ""para"", ""aquellos"", ""que""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-4-12	romanos 4:12	06-07	ἐκ περιτομῆς	15-16	la circuncisión,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	εκ περιτομης => la circuncision	no		"{""match"": {""greek"": [""ἐκ"", ""περιτομῆς""]}, ""action"": {""nbla"": [""la"", ""circuncisión,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-12	romanos 4:12	07-08	περιτομῆς μόνον	15-16	la circuncisión,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	περιτομης μονον => la circuncision	no		"{""match"": {""greek"": [""περιτομῆς"", ""μόνον""]}, ""action"": {""nbla"": [""la"", ""circuncisión,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-12	romanos 4:12	11-12	τοῖς στοιχοῦσιν	21	en	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	τοις στοιχουσιν => en	no		"{""match"": {""greek"": [""τοῖς"", ""στοιχοῦσιν""]}, ""action"": {""nbla"": [""en""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-12	romanos 4:12	10-12	καὶ τοῖς στοιχοῦσιν	21	en	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	και τοις στοιχουσιν => en	no		"{""match"": {""greek"": [""καὶ"", ""τοῖς"", ""στοιχοῦσιν""]}, ""action"": {""nbla"": [""en""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-12	romanos 4:12	20-21	πατρὸς ἡμῶν	34	incircunciso.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	πατρος ημων => incircunciso	no		"{""match"": {""greek"": [""πατρὸς"", ""ἡμῶν""]}, ""action"": {""nbla"": [""incircunciso.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-12	romanos 4:12	21-22	ἡμῶν Ἀβραάμ.	34	incircunciso.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ημων αβρααμ => incircunciso	no		"{""match"": {""greek"": [""ἡμῶν"", ""Ἀβραάμ.""]}, ""action"": {""nbla"": [""incircunciso.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-13	romanos 4:13	19-20	διὰ δικαιοσύνης	27-33	medio de la justicia de la fe.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	δια δικαιοσυνης => medio de la justicia de la fe	no		"{""match"": {""greek"": [""διὰ"", ""δικαιοσύνης""]}, ""action"": {""nbla"": [""medio"", ""de"", ""la"", ""justicia"", ""de"", ""la"", ""fe.""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-4-13	romanos 4:13	20-21	δικαιοσύνης πίστεως·	27-33	medio de la justicia de la fe.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	δικαιοσυνης πιστεως => medio de la justicia de la fe	no		"{""match"": {""greek"": [""δικαιοσύνης"", ""πίστεως·""]}, ""action"": {""nbla"": [""medio"", ""de"", ""la"", ""justicia"", ""de"", ""la"", ""fe.""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-4-14	romanos 4:14	12-13	ἡ ἐπαγγελία·	08-12	ley son herederos, vana resulta	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	η επαγγελια => ley son herederos vana resulta	no		"{""match"": {""greek"": [""ἡ"", ""ἐπαγγελία·""]}, ""action"": {""nbla"": [""ley"", ""son"", ""herederos,"", ""vana"", ""resulta""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-4-14	romanos 4:14	11-13	κατήργηται ἡ ἐπαγγελία·	08-12	ley son herederos, vana resulta	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	κατηργηται η επαγγελια => ley son herederos vana resulta	no		"{""match"": {""greek"": [""κατήργηται"", ""ἡ"", ""ἐπαγγελία·""]}, ""action"": {""nbla"": [""ley"", ""son"", ""herederos,"", ""vana"", ""resulta""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-4-15	romanos 4:15	10-11	νόμος, οὐδὲ	13	transgresión.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	νομος ουδε => transgresion	no		"{""match"": {""greek"": [""νόμος,"", ""οὐδὲ""]}, ""action"": {""nbla"": [""transgresión.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-15	romanos 4:15	11-12	οὐδὲ παράβασις.	13	transgresión.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ουδε παραβασις => transgresion	no		"{""match"": {""greek"": [""οὐδὲ"", ""παράβασις.""]}, ""action"": {""nbla"": [""transgresión.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-16	romanos 4:16	09-10	τὸ εἶναι	16-17	de que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	το ειναι => de que	no		"{""match"": {""greek"": [""τὸ"", ""εἶναι""]}, ""action"": {""nbla"": [""de"", ""que""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-16	romanos 4:16	10-11	εἶναι βεβαίαν	16-17	de que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ειναι βεβαιαν => de que	no		"{""match"": {""greek"": [""εἶναι"", ""βεβαίαν""]}, ""action"": {""nbla"": [""de"", ""que""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-16	romanos 4:16	15-16	τῷ σπέρματι,	23-25	toda la posteridad,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	τω σπερματι => toda la posteridad	no		"{""match"": {""greek"": [""τῷ"", ""σπέρματι,""]}, ""action"": {""nbla"": [""toda"", ""la"", ""posteridad,""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-16	romanos 4:16	16-17	σπέρματι, οὐ	23-25	toda la posteridad,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	σπερματι ου => toda la posteridad	no		"{""match"": {""greek"": [""σπέρματι,"", ""οὐ""]}, ""action"": {""nbla"": [""toda"", ""la"", ""posteridad,""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-16	romanos 4:16	20-21	τοῦ νόμου	29-31	los que son	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	του νομου => los que son	no		"{""match"": {""greek"": [""τοῦ"", ""νόμου""]}, ""action"": {""nbla"": [""los"", ""que"", ""son""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-16	romanos 4:16	19-21	ἐκ τοῦ νόμου	29-31	los que son	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	εκ του νομου => los que son	no		"{""match"": {""greek"": [""ἐκ"", ""τοῦ"", ""νόμου""]}, ""action"": {""nbla"": [""los"", ""que"", ""son""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-16	romanos 4:16	27-28	πίστεως Ἀβραάμ	44-46	de Abraham, quien	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	πιστεως αβρααμ => de abraham quien	no		"{""match"": {""greek"": [""πίστεως"", ""Ἀβραάμ""]}, ""action"": {""nbla"": [""de"", ""Abraham,"", ""quien""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-16	romanos 4:16	28-29	Ἀβραάμ (ὅς	44-46	de Abraham, quien	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	αβρααμ ος => de abraham quien	no		"{""match"": {""greek"": [""Ἀβραάμ"", ""(ὅς""]}, ""action"": {""nbla"": [""de"", ""Abraham,"", ""quien""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-16	romanos 4:16	31-32	πατὴρ πάντων	51	nosotros.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	πατηρ παντων => nosotros	no		"{""match"": {""greek"": [""πατὴρ"", ""πάντων""]}, ""action"": {""nbla"": [""nosotros.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-16	romanos 4:16	32-33	πάντων ἡμῶν,	51	nosotros.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	παντων ημων => nosotros	no		"{""match"": {""greek"": [""πάντων"", ""ἡμῶν,""]}, ""action"": {""nbla"": [""nosotros.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-17	romanos 4:17	17-18	καὶ καλοῦντος	21-23	da vida a	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και καλουντος => da vida a	no		"{""match"": {""greek"": [""καὶ"", ""καλοῦντος""]}, ""action"": {""nbla"": [""da"", ""vida"", ""a""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-17	romanos 4:17	19-20	τὰ μὴ	21-23	da vida a	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	τα μη => da vida a	no		"{""match"": {""greek"": [""τὰ"", ""μὴ""]}, ""action"": {""nbla"": [""da"", ""vida"", ""a""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-4-17	romanos 4:17	17-18	καὶ καλοῦντος	25-31	muertos y llama a las cosas que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	και καλουντος => muertos y llama a las cosas que	no		"{""match"": {""greek"": [""καὶ"", ""καλοῦντος""]}, ""action"": {""nbla"": [""muertos"", ""y"", ""llama"", ""a"", ""las"", ""cosas"", ""que""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-4-17	romanos 4:17	19-20	τὰ μὴ	25-31	muertos y llama a las cosas que	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	τα μη => muertos y llama a las cosas que	no		"{""match"": {""greek"": [""τὰ"", ""μὴ""]}, ""action"": {""nbla"": [""muertos"", ""y"", ""llama"", ""a"", ""las"", ""cosas"", ""que""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-4-17	romanos 4:17	21-22	ὄντα ὡς	36	fueran.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	οντα ως => fueran	no		"{""match"": {""greek"": [""ὄντα"", ""ὡς""]}, ""action"": {""nbla"": [""fueran.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-17	romanos 4:17	22-23	ὡς ὄντα·	36	fueran.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ως οντα => fueran	no		"{""match"": {""greek"": [""ὡς"", ""ὄντα·""]}, ""action"": {""nbla"": [""fueran.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-18	romanos 4:18	19-20	τὸ σπέρμα	22-28	le había dicho: «ASÍ SERÁ TU DESCENDENCIA».	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	το σπερμα => le habia dicho «asi sera tu descendencia»	no		"{""match"": {""greek"": [""τὸ"", ""σπέρμα""]}, ""action"": {""nbla"": [""le"", ""había"", ""dicho:"", ""«ASÍ"", ""SERÁ"", ""TU"", ""DESCENDENCIA».""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-4-18	romanos 4:18	20-21	σπέρμα σου·	22-28	le había dicho: «ASÍ SERÁ TU DESCENDENCIA».	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	σπερμα σου => le habia dicho «asi sera tu descendencia»	no		"{""match"": {""greek"": [""σπέρμα"", ""σου·""]}, ""action"": {""nbla"": [""le"", ""había"", ""dicho:"", ""«ASÍ"", ""SERÁ"", ""TU"", ""DESCENDENCIA».""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-4-19	romanos 4:19	12-13	που ὑπάρχων,	18-23	tenía como cien años, y también	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	που υπαρχων => tenia como cien anos y tambien	no		"{""match"": {""greek"": [""που"", ""ὑπάρχων,""]}, ""action"": {""nbla"": [""tenía"", ""como"", ""cien"", ""años,"", ""y"", ""también""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-4-19	romanos 4:19	15-16	τὴν νέκρωσιν	18-23	tenía como cien años, y también	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	την νεκρωσιν => tenia como cien anos y tambien	no		"{""match"": {""greek"": [""τὴν"", ""νέκρωσιν""]}, ""action"": {""nbla"": [""tenía"", ""como"", ""cien"", ""años,"", ""y"", ""también""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-4-19	romanos 4:19	17-18	τῆς μήτρας	29-30	de Sara.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	της μητρας => de sara	no		"{""match"": {""greek"": [""τῆς"", ""μήτρας""]}, ""action"": {""nbla"": [""de"", ""Sara.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-19	romanos 4:19	18-19	μήτρας Σάρρας,	29-30	de Sara.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	μητρας σαρρας => de sara	no		"{""match"": {""greek"": [""μήτρας"", ""Σάρρας,""]}, ""action"": {""nbla"": [""de"", ""Sara.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-20	romanos 4:20	17-18	τῷ θεῷ	04	a	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	τω θεω => a	no		"{""match"": {""greek"": [""τῷ"", ""θεῷ""]}, ""action"": {""nbla"": [""a""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-20	romanos 4:20	16-18	δόξαν τῷ θεῷ	04	a	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	δοξαν τω θεω => a	no		"{""match"": {""greek"": [""δόξαν"", ""τῷ"", ""θεῷ""]}, ""action"": {""nbla"": [""a""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-21	romanos 4:21	01-02	καὶ πληροφορηθεὶς	04	de	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και πληροφορηθεις => de	no		"{""match"": {""greek"": [""καὶ"", ""πληροφορηθεὶς""]}, ""action"": {""nbla"": [""de""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-21	romanos 4:21	02-03	πληροφορηθεὶς ὅτι	04	de	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.20	1	πληροφορηθεις οτι => de	no		"{""match"": {""greek"": [""πληροφορηθεὶς"", ""ὅτι""]}, ""action"": {""nbla"": [""de""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-21	romanos 4:21	01-02	καὶ πληροφορηθεὶς	06	lo	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και πληροφορηθεις => lo	no		"{""match"": {""greek"": [""καὶ"", ""πληροφορηθεὶς""]}, ""action"": {""nbla"": [""lo""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-21	romanos 4:21	04-05	ὃ ἐπήγγελται	06	lo	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ο επηγγελται => lo	no		"{""match"": {""greek"": [""ὃ"", ""ἐπήγγελται""]}, ""action"": {""nbla"": [""lo""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-21	romanos 4:21	08-09	καὶ ποιῆσαι.	14-15	para cumplirlo.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	και ποιησαι => para cumplirlo	no		"{""match"": {""greek"": [""καὶ"", ""ποιῆσαι.""]}, ""action"": {""nbla"": [""para"", ""cumplirlo.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-21	romanos 4:21	07-09	ἐστιν καὶ ποιῆσαι.	14-15	para cumplirlo.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	εστιν και ποιησαι => para cumplirlo	no		"{""match"": {""greek"": [""ἐστιν"", ""καὶ"", ""ποιῆσαι.""]}, ""action"": {""nbla"": [""para"", ""cumplirlo.""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-22	romanos 4:22	04-05	εἰς δικαιοσύνην.	06-11	fe LE FUE CONTADA POR JUSTICIA.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	εις δικαιοσυνην => fe le fue contada por justicia	no		"{""match"": {""greek"": [""εἰς"", ""δικαιοσύνην.""]}, ""action"": {""nbla"": [""fe"", ""LE"", ""FUE"", ""CONTADA"", ""POR"", ""JUSTICIA.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-4-22	romanos 4:22	03-05	αὐτῷ εἰς δικαιοσύνην.	06-11	fe LE FUE CONTADA POR JUSTICIA.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	αυτω εις δικαιοσυνην => fe le fue contada por justicia	no		"{""match"": {""greek"": [""αὐτῷ"", ""εἰς"", ""δικαιοσύνην.""]}, ""action"": {""nbla"": [""fe"", ""LE"", ""FUE"", ""CONTADA"", ""POR"", ""JUSTICIA.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-4-23	romanos 4:23	07-08	ὅτι ἐλογίσθη	11	contada,	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	οτι ελογισθη => contada	no		"{""match"": {""greek"": [""ὅτι"", ""ἐλογίσθη""]}, ""action"": {""nbla"": [""contada,""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-23	romanos 4:23	08-09	ἐλογίσθη αὐτῷ,	11	contada,	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ελογισθη αυτω => contada	no		"{""match"": {""greek"": [""ἐλογίσθη"", ""αὐτῷ,""]}, ""action"": {""nbla"": [""contada,""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-24	romanos 4:24	17-18	ἐκ νεκρῶν,	20-21	a Jesús	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εκ νεκρων => a jesus	no		"{""match"": {""greek"": [""ἐκ"", ""νεκρῶν,""]}, ""action"": {""nbla"": [""a"", ""Jesús""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-24	romanos 4:24	16-18	ἡμῶν ἐκ νεκρῶν,	20-21	a Jesús	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	ημων εκ νεκρων => a jesus	no		"{""match"": {""greek"": [""ἡμῶν"", ""ἐκ"", ""νεκρῶν,""]}, ""action"": {""nbla"": [""a"", ""Jesús""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-4-25	romanos 4:25	10-11	τὴν δικαίωσιν	03	entregado	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	την δικαιωσιν => entregado	no		"{""match"": {""greek"": [""τὴν"", ""δικαίωσιν""]}, ""action"": {""nbla"": [""entregado""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-4-25	romanos 4:25	11-12	δικαίωσιν ἡμῶν.	03	entregado	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	δικαιωσιν ημων => entregado	no		"{""match"": {""greek"": [""δικαίωσιν"", ""ἡμῶν.""]}, ""action"": {""nbla"": [""entregado""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-1	romanos 5:1	13-14	ἡμῶν Ἰησοῦ	13-15	Dios por medio	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	ημων ιησου => dios por medio	no		"{""match"": {""greek"": [""ἡμῶν"", ""Ἰησοῦ""]}, ""action"": {""nbla"": [""Dios"", ""por"", ""medio""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-5-1	romanos 5:1	14-15	Ἰησοῦ Χριστοῦ,	13-15	Dios por medio	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	ιησου χριστου => dios por medio	no		"{""match"": {""greek"": [""Ἰησοῦ"", ""Χριστοῦ,""]}, ""action"": {""nbla"": [""Dios"", ""por"", ""medio""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-5-2	romanos 5:2	14-15	ᾗ ἑστήκαμεν,	05-09	también hemos obtenido entrada por	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	η εστηκαμεν => tambien hemos obtenido entrada por	no		"{""match"": {""greek"": [""ᾗ"", ""ἑστήκαμεν,""]}, ""action"": {""nbla"": [""también"", ""hemos"", ""obtenido"", ""entrada"", ""por""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-5-2	romanos 5:2	16-17	καὶ καυχώμεθα	05-09	también hemos obtenido entrada por	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	και καυχωμεθα => tambien hemos obtenido entrada por	no		"{""match"": {""greek"": [""καὶ"", ""καυχώμεθα""]}, ""action"": {""nbla"": [""también"", ""hemos"", ""obtenido"", ""entrada"", ""por""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-5-2	romanos 5:2	14-15	ᾗ ἑστήκαμεν,	17-23	cual estamos firmes, y nos gloriamos en	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	η εστηκαμεν => cual estamos firmes y nos gloriamos en	no		"{""match"": {""greek"": [""ᾗ"", ""ἑστήκαμεν,""]}, ""action"": {""nbla"": [""cual"", ""estamos"", ""firmes,"", ""y"", ""nos"", ""gloriamos"", ""en""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-5-2	romanos 5:2	16-17	καὶ καυχώμεθα	17-23	cual estamos firmes, y nos gloriamos en	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	και καυχωμεθα => cual estamos firmes y nos gloriamos en	no		"{""match"": {""greek"": [""καὶ"", ""καυχώμεθα""]}, ""action"": {""nbla"": [""cual"", ""estamos"", ""firmes,"", ""y"", ""nos"", ""gloriamos"", ""en""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-5-3	romanos 5:3	13-14	θλῖψις ὑπομονὴν	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	θλιψις υπομονην => y	no		"{""match"": {""greek"": [""θλῖψις"", ""ὑπομονὴν""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-5-3	romanos 5:3	14-15	ὑπομονὴν κατεργάζεται,	01	Y	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	υπομονην κατεργαζεται => y	no		"{""match"": {""greek"": [""ὑπομονὴν"", ""κατεργάζεται,""]}, ""action"": {""nbla"": [""Y""], ""type"": ""merged-forward"", ""consume"": 1}}"
