BOOK	CH	VS	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	SOURCE_CLAUSE	TARGET_CLAUSE	OWNERSHIP_TYPE	OWNERSHIP_CONFIDENCE	OWNERSHIP_STATUS	SOURCE_SPAN	TARGET_SPAN	NOTES
1corintios	4	21	cn2	τε	coordinating	coordination	C2		coordinate	low	pending	==ἔλθω== πρὸς ὑμᾶς ἢ ἐν ἀγάπῃ πνεύματί τε πραΰτητος		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	1	cn1	καὶ	coordinating	coordination	C1		coordinate	low	pending	ὅλως ==ἀκούεται== ἐν ὑμῖν πορνεία καὶ τοιαύτη πορνεία ἥτις οὐδὲ ἐν τοῖς ἔθνεσιν ὥστε γυναῖκά τινα τοῦ πατρὸς ἔχειν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	1	cn2	οὐδὲ	coordinating	negative coordination	C1		coordinate	low	pending	ὅλως ==ἀκούεται== ἐν ὑμῖν πορνεία καὶ τοιαύτη πορνεία ἥτις οὐδὲ ἐν τοῖς ἔθνεσιν ὥστε γυναῖκά τινα τοῦ πατρὸς ἔχειν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	1	cn3	ὥστε	subordinating	result/inference			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	5	2	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ ὑμεῖς πεφυσιωμένοι ==ἐστέ== καὶ οὐχὶ μᾶλλον	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	2	cn2	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	καὶ ὑμεῖς πεφυσιωμένοι ==ἐστέ== καὶ οὐχὶ μᾶλλον	==ἐπενθήσατε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	5	2	cn3	ἵνα	subordinating	purpose/result	C2	C3	subordinate	medium	suggested	==ἐπενθήσατε==	ἵνα ==ἀρθῇ== ἐκ μέσου ὑμῶν ὁ τὸ ἔργον τοῦτο ποιήσας	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	3	cn1	γάρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		ἐγὼ μὲν γάρ ἀπὼν τῷ σώματι παρὼν δὲ τῷ πνεύματι ἤδη ==κέκρικα== ὡς παρὼν τὸν οὕτως τοῦτο κατεργασάμενον	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	3	cn2	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ἐγὼ μὲν γάρ ἀπὼν τῷ σώματι παρὼν δὲ τῷ πνεύματι ἤδη ==κέκρικα== ὡς παρὼν τὸν οὕτως τοῦτο κατεργασάμενον	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	3	cn3	ὡς	subordinating	comparison/manner			subordinate	low	pending			context-sensitive function; keep as suggested; no target finite clause found in verse; missing target clause
1corintios	5	4	cn1	καὶ	coordinating	coordination			coordinate	low	pending			function follows connector inventory; no finite clause anchor found in verse; missing target clause
1corintios	5	5	cn1	ἵνα	subordinating	purpose/result		C1	subordinate	low	cross-verse-or-missing-source		παραδοῦναι τὸν τοιοῦτον τῷ σατανᾷ εἰς ὄλεθρον τῆς σαρκός ἵνα τὸ πνεῦμα ==σωθῇ== ἐν τῇ ἡμέρᾳ τοῦ κυρίου	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	5	6	cn1	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	5	6	cn2	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	5	6	cn3	ὅτι	subordinating	content/cause	C1	C2	subordinate	medium	suggested	οὐ καλὸν τὸ καύχημα ὑμῶν οὐκ ==οἴδατε== ὅτι μικρὰ ζύμη ὅλον τὸ φύραμα	==ζυμοῖ==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	7	cn1	ἵνα	subordinating	purpose/result	C1	C2	subordinate	medium	suggested	==ἐκκαθάρατε== τὴν παλαιὰν ζύμην	ἵνα ==ἦτε== νέον φύραμα	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	7	cn2	καθώς	subordinating	comparison/manner	C2	C3	subordinate	medium	suggested	ἵνα ==ἦτε== νέον φύραμα	καθώς ==ἐστε== ἄζυμοι καὶ γὰρ τὸ πάσχα ἡμῶν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	7	cn3	καὶ	coordinating	coordination	C3	C4	coordinate	medium	suggested	καθώς ==ἐστε== ἄζυμοι καὶ γὰρ τὸ πάσχα ἡμῶν	==ἐτύθη== χριστός	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	5	7	cn4	γὰρ	coordinating	cause/ground	C3	C4	subordinate	medium	suggested	καθώς ==ἐστε== ἄζυμοι καὶ γὰρ τὸ πάσχα ἡμῶν	==ἐτύθη== χριστός	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	5	8	cn1	ὥστε	subordinating	result/inference		C1	subordinate	low	cross-verse-or-missing-source		ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	5	8	cn2	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	5	8	cn3	μηδὲ	coordinating	negative coordination	C1		coordinate	low	pending	ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	8	cn4	καὶ	coordinating	coordination	C1		coordinate	low	pending	ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	8	cn5	ἀλλʼ	coordinating	contrast	C1		coordinate	low	pending	ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	8	cn6	καὶ	coordinating	coordination	C1		coordinate	low	pending	ὥστε ==ἑορτάζωμεν== μὴ ἐν ζύμῃ παλαιᾷ μηδὲ ἐν ζύμῃ κακίας καὶ πονηρίας ἀλλʼ ἐν ἀζύμοις εἰλικρινείας καὶ ἀληθείας		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	9	cn1	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	5	10	cn1	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	5	10	cn2	ἢ	coordinating	alternative/comparison		C1	coordinate	low	cross-verse-or-missing-source		οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	10	cn3	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	10	cn4	ἢ	coordinating	alternative/comparison		C1	coordinate	low	cross-verse-or-missing-source		οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	10	cn5	ἐπεὶ	subordinating	cause/temporal		C1	subordinate	low	cross-verse-or-missing-source		οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	5	10	cn6	ἄρα	coordinating	inference	C1		coordinate	low	pending	οὐ πάντως τοῖς πόρνοις τοῦ κόσμου τούτου ἢ τοῖς πλεονέκταις καὶ ἅρπαξιν ἢ εἰδωλολάτραις ἐπεὶ ==ὠφείλετε== ἄρα ἐκ τοῦ κόσμου ἐξελθεῖν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	11	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		νῦν δὲ ==ἔγραψα== ὑμῖν μὴ συναναμίγνυσθαι ἐάν τις ἀδελφὸς ὀνομαζόμενος	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	11	cn2	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	5	11	cn3	ἐάν	subordinating	condition	C1	C2	subordinate	medium	suggested	νῦν δὲ ==ἔγραψα== ὑμῖν μὴ συναναμίγνυσθαι ἐάν τις ἀδελφὸς ὀνομαζόμενος	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	5	11	cn4	ἢ	coordinating	alternative/comparison	C2		coordinate	low	pending	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	5	11	cn5	ἢ	coordinating	alternative/comparison	C2		coordinate	low	pending	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	5	11	cn6	ἢ	coordinating	alternative/comparison	C2		coordinate	low	pending	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	5	11	cn7	ἢ	coordinating	alternative/comparison	C2		coordinate	low	pending	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	5	11	cn8	ἢ	coordinating	alternative/comparison	C2		coordinate	low	pending	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	5	11	cn9	μηδὲ	coordinating	negative coordination	C2		coordinate	low	pending	==ᾖ== πόρνος ἢ πλεονέκτης ἢ εἰδωλολάτρης ἢ λοίδορος ἢ μέθυσος ἢ ἅρπαξ τῷ τοιούτῳ μηδὲ συνεσθίειν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	5	12	cn1	γάρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		τί γάρ μοι τοὺς ἔξω κρίνειν οὐχὶ τοὺς ἔσω ὑμεῖς ==κρίνετε==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	5	13	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		τοὺς δὲ ἔξω ὁ θεὸς ==κρίνει;==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	1	cn1	καὶ	coordinating	coordination	C1		coordinate	low	pending	==τολμᾷ== τις ὑμῶν πρᾶγμα ἔχων πρὸς τὸν ἕτερον κρίνεσθαι ἐπὶ τῶν ἀδίκων καὶ οὐχὶ ἐπὶ τῶν ἁγίων		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	2	cn1	ἢ	coordinating	alternative/comparison		C1	coordinate	low	cross-verse-or-missing-source		ἢ οὐκ ==οἴδατε== ὅτι οἱ ἅγιοι τὸν κόσμον	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	2	cn2	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	2	cn3	ὅτι	subordinating	content/cause	C1	C2	subordinate	medium	suggested	ἢ οὐκ ==οἴδατε== ὅτι οἱ ἅγιοι τὸν κόσμον	==κρινοῦσιν== καὶ εἰ ἐν ὑμῖν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	2	cn4	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==κρινοῦσιν== καὶ εἰ ἐν ὑμῖν	==κρίνεται== ὁ κόσμος ἀνάξιοί	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	2	cn5	εἰ	subordinating	condition	C2	C3	subordinate	medium	suggested	==κρινοῦσιν== καὶ εἰ ἐν ὑμῖν	==κρίνεται== ὁ κόσμος ἀνάξιοί	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	3	cn1	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	3	cn2	ὅτι	subordinating	content/cause	C1	C2	subordinate	medium	suggested	οὐκ ==οἴδατε== ὅτι ἀγγέλους	==κρινοῦμεν== μήτιγε βιωτικά	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	4	cn1	οὖν	coordinating	inference		C1	coordinate	low	cross-verse-or-missing-source		βιωτικὰ μὲν οὖν κριτήρια ἐὰν ==ἔχητε== τοὺς ἐξουθενημένους ἐν τῇ ἐκκλησίᾳ τούτους	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	4	cn2	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		βιωτικὰ μὲν οὖν κριτήρια ἐὰν ==ἔχητε== τοὺς ἐξουθενημένους ἐν τῇ ἐκκλησίᾳ τούτους	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	6	5	cn1	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	6	cn1	ἀλλὰ	coordinating	contrast		C1	coordinate	low	cross-verse-or-missing-source		ἀλλὰ ἀδελφὸς μετὰ ἀδελφοῦ ==κρίνεται== καὶ τοῦτο ἐπὶ ἀπίστων	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	6	cn2	καὶ	coordinating	coordination	C1		coordinate	low	pending	ἀλλὰ ἀδελφὸς μετὰ ἀδελφοῦ ==κρίνεται== καὶ τοῦτο ἐπὶ ἀπίστων		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	7	cn1	οὖν	coordinating	inference		C1	coordinate	low	cross-verse-or-missing-source		ἤδη μὲν οὖν ὅλως ἥττημα ὑμῖν ==ἐστιν== ὅτι κρίματα	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	7	cn2	ὅτι	subordinating	content/cause	C1	C2	subordinate	medium	suggested	ἤδη μὲν οὖν ὅλως ἥττημα ὑμῖν ==ἐστιν== ὅτι κρίματα	==ἔχετε== μεθʼ ἑαυτῶν διὰ τί οὐχὶ μᾶλλον	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	8	cn1	ἀλλὰ	coordinating	contrast		C1	coordinate	low	cross-verse-or-missing-source		ἀλλὰ ὑμεῖς ==ἀδικεῖτε==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	8	cn2	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ἀλλὰ ὑμεῖς ==ἀδικεῖτε==	καὶ ==ἀποστερεῖτε== καὶ τοῦτο ἀδελφούς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	8	cn3	καὶ	coordinating	coordination	C2		coordinate	low	pending	καὶ ==ἀποστερεῖτε== καὶ τοῦτο ἀδελφούς		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	9	cn1	ἢ	coordinating	alternative/comparison		C1	coordinate	low	cross-verse-or-missing-source		ἢ οὐκ ==οἴδατε== ὅτι ἄδικοι θεοῦ βασιλείαν	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	9	cn2	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	9	cn3	ὅτι	subordinating	content/cause	C1	C2	subordinate	medium	suggested	ἢ οὐκ ==οἴδατε== ὅτι ἄδικοι θεοῦ βασιλείαν	οὐ ==κληρονομήσουσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	9	cn4	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	9	cn5	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	9	cn6	οὔτε	coordinating	negative coordination	C3		coordinate	low	pending	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	9	cn7	οὔτε	coordinating	negative coordination	C3		coordinate	low	pending	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	9	cn8	οὔτε	coordinating	negative coordination	C3		coordinate	low	pending	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	9	cn9	οὔτε	coordinating	negative coordination	C3		coordinate	low	pending	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	9	cn10	οὔτε	coordinating	negative coordination	C3		coordinate	low	pending	μὴ ==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	10	cn1	οὔτε	coordinating	negative coordination		C1	coordinate	low	cross-verse-or-missing-source		οὔτε κλέπται οὔτε πλεονέκται οὐ μέθυσοι οὐ λοίδοροι οὐχ ἅρπαγες βασιλείαν θεοῦ ==κληρονομήσουσιν==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	10	cn2	οὔτε	coordinating	negative coordination		C1	coordinate	low	cross-verse-or-missing-source		οὔτε κλέπται οὔτε πλεονέκται οὐ μέθυσοι οὐ λοίδοροι οὐχ ἅρπαγες βασιλείαν θεοῦ ==κληρονομήσουσιν==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	10	cn3	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	10	cn4	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	10	cn5	οὐχ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	11	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ ταῦτά τινες ==ἦτε==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	11	cn2	ἀλλὰ	coordinating	contrast	C1	C2	coordinate	medium	suggested	καὶ ταῦτά τινες ==ἦτε==	ἀλλὰ ==ἀπελούσασθε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	11	cn3	ἀλλὰ	coordinating	contrast	C2	C3	coordinate	medium	suggested	ἀλλὰ ==ἀπελούσασθε==	ἀλλὰ ==ἡγιάσθητε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	11	cn4	ἀλλὰ	coordinating	contrast	C3	C4	coordinate	medium	suggested	ἀλλὰ ==ἡγιάσθητε==	ἀλλὰ ==ἐδικαιώθητε== ἐν τῷ ὀνόματι τοῦ κυρίου ἰησοῦ καὶ ἐν τῷ πνεύματι τοῦ θεοῦ ἡμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	11	cn5	καὶ	coordinating	coordination	C4		coordinate	low	pending	ἀλλὰ ==ἐδικαιώθητε== ἐν τῷ ὀνόματι τοῦ κυρίου ἰησοῦ καὶ ἐν τῷ πνεύματι τοῦ θεοῦ ἡμῶν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	12	cn1	ἀλλʼ	coordinating	contrast	C1	C2	coordinate	medium	suggested	πάντα μοι ==ἔξεστιν== ἀλλʼ οὐ πάντα	==συμφέρει== πάντα μοι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	12	cn2	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	12	cn3	ἀλλʼ	coordinating	contrast	C3	C4	coordinate	medium	suggested	==ἔξεστιν== ἀλλʼ οὐκ ἐγὼ	==ἐξουσιασθήσομαι== ὑπό τινος	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	12	cn4	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	13	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	13	cn2	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	13	cn3	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	13	cn4	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	6	13	cn5	δὲ	coordinating	coordination	C1		coordinate	low	pending	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	13	cn6	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	6	13	cn7	ἀλλὰ	coordinating	contrast	C1		coordinate	low	pending	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	13	cn8	καὶ	coordinating	coordination	C1		coordinate	low	pending	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	6	14	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ὁ δὲ θεὸς καὶ τὸν κύριον ==ἤγειρεν== καὶ ἡμᾶς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
