BOOK	CH	VS	CN_ID	G_IDX	GREEK	LEMMA	RMAC	DETECTED_CERTAINTY	CONNECTOR_KIND	DEFAULT_RELATION	LEVEL1_DETECTED	LEVEL2_CATEGORY_CERTAINTY	LEVEL3_SUGGESTED_FUNCTION	LEVEL3_CONFIDENCE	LEVEL4_SUGGESTED_SOURCE	LEVEL4_SUGGESTED_TARGET	LEVEL4_CONFIDENCE	STATUS	NOTES
1corintios	4	21	cn1	08	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	4	21	cn2	12	τε	τέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	1	cn1	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	1	cn2	10	οὐδὲ	οὐδέ	D---------	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	1	cn3	14	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
1corintios	5	2	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	2	cn2	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	2	cn3	09	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	3	cn1	03	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	3	cn2	08	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	3	cn3	13	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
1corintios	5	4	cn1	10	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	5	5	cn1	10	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	5	6	cn1	01	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	5	6	cn2	06	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	5	6	cn3	08	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	cn1	05	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	cn2	09	καθώς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	cn3	12	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	7	cn4	13	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	8	cn1	01	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	5	8	cn2	03	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	5	8	cn3	07	μηδὲ	μηδέ	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	8	cn4	11	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	8	cn5	13	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	8	cn6	17	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	9	cn1	06	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	5	10	cn1	01	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	5	10	cn2	08	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	5	10	cn3	11	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	10	cn4	13	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	5	10	cn5	15	ἐπεὶ	ἐπεί	CONJ	certain	subordinating	cause/temporal	yes	high	cause-or-temporal	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	5	10	cn6	17	ἄρα	ἄρα	CONJ	certain	coordinating	inference	yes	high	inference/result	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	11	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	11	cn2	05	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	5	11	cn3	07	ἐάν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high	C1	C2	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	5	11	cn4	13	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	cn5	15	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	cn6	17	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	cn7	19	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	cn8	21	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	cn9	25	μηδὲ	μηδέ	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	12	cn1	02	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	13	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	1	cn1	13	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	2	cn1	01	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	6	2	cn2	02	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	2	cn3	04	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	2	cn4	10	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	2	cn5	11	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high	C2	C3	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	6	3	cn1	01	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	3	cn2	03	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	4	cn1	03	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	4	cn2	05	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	6	5	cn1	06	οὐκ	οὐ	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	6	cn1	01	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	6	cn2	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	7	cn1	03	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	7	cn2	08	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	8	cn1	01	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	8	cn2	04	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	8	cn3	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	9	cn1	01	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	6	9	cn2	02	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	9	cn3	04	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	9	cn4	08	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	9	cn5	10	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	9	cn6	12	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	9	cn7	14	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	9	cn8	16	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	9	cn9	18	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	9	cn10	20	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	10	cn1	01	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	10	cn2	03	οὔτε	οὔτε	CONJ	certain	coordinating	negative coordination	yes	high	coordinate/negative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	10	cn3	05	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	10	cn4	07	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	10	cn5	09	οὐχ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	11	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	11	cn2	05	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	11	cn3	07	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	11	cn4	09	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	11	cn5	17	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C4		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	12	cn1	04	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	12	cn2	05	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	12	cn3	11	ἀλλʼ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	12	cn4	12	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	13	cn1	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	13	cn2	11	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	13	cn3	13	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	13	cn4	15	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	13	cn5	19	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	13	cn6	21	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	13	cn7	24	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	13	cn8	27	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	14	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	14	cn2	04	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	14	cn3	08	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	15	cn1	01	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	15	cn2	03	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	15	cn3	11	οὖν	οὖν	CONJ	certain	coordinating	inference	yes	high	inference/result	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	15	cn4	19	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	16	cn1	01	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	6	16	cn2	02	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	16	cn3	04	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	16	cn4	13	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	17	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	6	18	cn1	07	ἐὰν	ἐάν	X---------	certain	subordinating	condition	yes	high	condition	high	C1	C2	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	6	18	cn2	15	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	19	cn1	01	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium		C1	low	suggested	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	6	19	cn2	02	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	19	cn3	04	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	19	cn4	19	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	19	cn5	20	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	6	20	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	1	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	7	1	cn2	08	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	2	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	7	2	cn2	10	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	3	cn1	09	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	7	3	cn2	10	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	7	4	cn1	06	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	4	cn2	08	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	4	cn3	12	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	4	cn4	13	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	4	cn5	19	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	4	cn6	21	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	7	5	cn1	01	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	5	cn2	04	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high	C1	C2	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	7	5	cn3	11	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	7	5	cn4	15	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	5	cn5	21	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	7	5	cn6	22	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	6	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	7	6	cn2	06	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	7	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	7	cn2	06	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	7	7	cn3	07	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	7	cn4	09	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	7	cn5	20	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	7	8	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	8	cn2	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	8	cn3	10	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high	C1	C2	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	7	8	cn4	12	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium			low	suggested	context-sensitive function; keep as suggested; no target finite clause found in verse
1corintios	7	9	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	7	9	cn2	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	7	9	cn3	03	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	9	cn4	07	γάρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	7	9	cn5	10	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C3		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	7	10	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	7	10	cn2	05	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	10	cn3	07	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	7	10	cn4	13	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	7	11	cn1	01	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	7	11	cn2	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
